gene;Sham_C.WNVp_C;WNVp_C.WNVp_WNV;Sham_WNV.WNVp_WNV;WNVp_WNV.WNVp_JEV;Sham_JEV.WNVp_JEV;Sham_C.Sham_WNV;Sham_C.Sham_JEV;Sham_C.WNVp_WNV;Sham_C.WNVp_JEV;Name;description;attributes
CPIJ000040;0;0;0;0;1;0;0;0;0;;UDP-glucuronosyltransferase 2B1 [Source:VB Community Annotation];ID=gene:CPIJ000040;biotype=protein_coding;description=UDP-glucuronosyltransferase 2B1 [Source:VB Community Annotation];gene_id=CPIJ000040;logic_name=vectorbase_culex
CPIJ000041;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZ95];ID=gene:CPIJ000041;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZ95];gene_id=CPIJ000041;logic_name=vectorbase_culex
CPIJ000074;0;0;0;1;1;0;0;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZC1];ID=gene:CPIJ000074;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZC1];gene_id=CPIJ000074;logic_name=vectorbase_culex
CPIJ000088;0;0;0;1;1;0;0;0;0;;Goodpasture antigen-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZD0];ID=gene:CPIJ000088;biotype=protein_coding;description=Goodpasture antigen-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZD0];gene_id=CPIJ000088;logic_name=vectorbase_culex
CPIJ000095;0;0;0;1;1;0;0;0;1;;Rab 19 [Source:UniProtKB/TrEMBL%3BAcc:B0VZC7];ID=gene:CPIJ000095;biotype=protein_coding;description=Rab 19 [Source:UniProtKB/TrEMBL%3BAcc:B0VZC7];gene_id=CPIJ000095;logic_name=vectorbase_culex
CPIJ000097;0;0;0;0;0;1;1;0;0;;Use1 [Source:UniProtKB/TrEMBL%3BAcc:B0VZ75];ID=gene:CPIJ000097;biotype=protein_coding;description=Use1 [Source:UniProtKB/TrEMBL%3BAcc:B0VZ75];gene_id=CPIJ000097;logic_name=vectorbase_culex
CPIJ000109;0;0;0;0;1;0;0;0;1;;elongation of very long chain fatty acids protein 2 [Source:VB Community Annotation];ID=gene:CPIJ000109;biotype=protein_coding;description=elongation of very long chain fatty acids protein 2 [Source:VB Community Annotation];gene_id=CPIJ000109;logic_name=vectorbase_culex
CPIJ000117;0;0;0;1;1;0;0;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VYY7];ID=gene:CPIJ000117;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VYY7];gene_id=CPIJ000117;logic_name=vectorbase_culex
CPIJ000118;0;0;0;1;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VYY9];ID=gene:CPIJ000118;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VYY9];gene_id=CPIJ000118;logic_name=vectorbase_culex
CPIJ000128;0;0;0;0;1;0;0;0;0;;Galactokinase [Source:UniProtKB/TrEMBL%3BAcc:B0VZ29];ID=gene:CPIJ000128;biotype=protein_coding;description=Galactokinase [Source:UniProtKB/TrEMBL%3BAcc:B0VZ29];gene_id=CPIJ000128;logic_name=vectorbase_culex
CPIJ000131;0;0;0;0;0;0;1;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VYZ9];ID=gene:CPIJ000131;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VYZ9];gene_id=CPIJ000131;logic_name=vectorbase_culex
CPIJ000134;0;0;0;0;1;0;0;0;0;;Phosphatidate phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0VZ03];ID=gene:CPIJ000134;biotype=protein_coding;description=Phosphatidate phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0VZ03];gene_id=CPIJ000134;logic_name=vectorbase_culex
CPIJ000135;0;0;0;1;0;0;0;0;1;;Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0VZ04];ID=gene:CPIJ000135;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0VZ04];gene_id=CPIJ000135;logic_name=vectorbase_culex
CPIJ000141;0;0;0;0;1;0;1;0;0;;Defective proboscis extension [Source:UniProtKB/TrEMBL%3BAcc:B0VZ07];ID=gene:CPIJ000141;biotype=protein_coding;description=Defective proboscis extension [Source:UniProtKB/TrEMBL%3BAcc:B0VZ07];gene_id=CPIJ000141;logic_name=vectorbase_culex
CPIJ000146;0;0;0;0;1;1;0;0;0;;superoxide dismutase 2 [Source:VB Community Annotation];ID=gene:CPIJ000146;biotype=protein_coding;description=superoxide dismutase 2 [Source:VB Community Annotation];gene_id=CPIJ000146;logic_name=vectorbase_culex
CPIJ000161;0;0;0;1;0;0;0;0;0;;NEDD4 family-interacting protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0VZP2];ID=gene:CPIJ000161;biotype=protein_coding;description=NEDD4 family-interacting protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0VZP2];gene_id=CPIJ000161;logic_name=vectorbase_culex
CPIJ000162;0;0;0;1;1;0;0;0;0;;60S ribosomal protein L8 [Source:UniProtKB/TrEMBL%3BAcc:B0VZP3];ID=gene:CPIJ000162;biotype=protein_coding;description=60S ribosomal protein L8 [Source:UniProtKB/TrEMBL%3BAcc:B0VZP3];gene_id=CPIJ000162;logic_name=vectorbase_culex
CPIJ000164;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZP5];ID=gene:CPIJ000164;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZP5];gene_id=CPIJ000164;logic_name=vectorbase_culex
CPIJ000176;0;0;0;1;0;0;1;0;1;;Inhibitor-2%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000176;biotype=protein_coding;description=Inhibitor-2%2C putative [Source:VB Community Annotation];gene_id=CPIJ000176;logic_name=vectorbase_culex
CPIJ000182;0;0;0;0;0;0;0;0;1;;N-acetylneuraminate lyase [Source:VB Community Annotation];ID=gene:CPIJ000182;biotype=protein_coding;description=N-acetylneuraminate lyase [Source:VB Community Annotation];gene_id=CPIJ000182;logic_name=vectorbase_culex
CPIJ000187;0;0;0;0;0;0;1;0;0;;Mitogen-activated protein kinase kinase kinase 7 [Source:UniProtKB/TrEMBL%3BAcc:B0VZR8];ID=gene:CPIJ000187;biotype=protein_coding;description=Mitogen-activated protein kinase kinase kinase 7 [Source:UniProtKB/TrEMBL%3BAcc:B0VZR8];gene_id=CPIJ000187;logic_name=vectorbase_culex
CPIJ000190;0;0;0;0;0;0;1;0;0;eIF3-S4;eukaryotic translation initiation factor 3 subunit 4 [Source:VB Community Annotation];ID=gene:CPIJ000190;Name=eIF3-S4;biotype=protein_coding;description=eukaryotic translation initiation factor 3 subunit 4 [Source:VB Community Annotation];gene_id=CPIJ000190;logic_name=vectorbase_culex
CPIJ000193;0;0;0;0;1;0;0;0;0;;Calcyphosin [Source:UniProtKB/TrEMBL%3BAcc:B0VZS4];ID=gene:CPIJ000193;biotype=protein_coding;description=Calcyphosin [Source:UniProtKB/TrEMBL%3BAcc:B0VZS4];gene_id=CPIJ000193;logic_name=vectorbase_culex
CPIJ000195;0;0;0;0;0;1;1;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZS6];ID=gene:CPIJ000195;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZS6];gene_id=CPIJ000195;logic_name=vectorbase_culex
CPIJ000196;0;0;0;0;1;0;0;0;0;;Steroid receptor-interacting snf2 domain protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZS7];ID=gene:CPIJ000196;biotype=protein_coding;description=Steroid receptor-interacting snf2 domain protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZS7];gene_id=CPIJ000196;logic_name=vectorbase_culex
CPIJ000198;0;0;0;1;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZS9];ID=gene:CPIJ000198;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZS9];gene_id=CPIJ000198;logic_name=vectorbase_culex
CPIJ000199;0;0;0;1;1;0;0;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZT0];ID=gene:CPIJ000199;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZT0];gene_id=CPIJ000199;logic_name=vectorbase_culex
CPIJ000202;0;0;0;1;1;1;0;0;1;;protein kinase C inhibitor%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000202;biotype=protein_coding;description=protein kinase C inhibitor%2C putative [Source:VB Community Annotation];gene_id=CPIJ000202;logic_name=vectorbase_culex
CPIJ000205;0;0;0;1;1;0;0;0;1;;60S ribosomal protein L18 [Source:UniProtKB/TrEMBL%3BAcc:B0VZT6];ID=gene:CPIJ000205;biotype=protein_coding;description=60S ribosomal protein L18 [Source:UniProtKB/TrEMBL%3BAcc:B0VZT6];gene_id=CPIJ000205;logic_name=vectorbase_culex
CPIJ000210;0;0;0;1;0;0;0;0;0;;cysteine-rich venom protein%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000210;biotype=protein_coding;description=cysteine-rich venom protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ000210;logic_name=vectorbase_culex
CPIJ000211;0;0;0;1;1;0;0;0;1;;cysteine-rich secretory protein-2%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000211;biotype=protein_coding;description=cysteine-rich secretory protein-2%2C putative [Source:VB Community Annotation];gene_id=CPIJ000211;logic_name=vectorbase_culex
CPIJ000214;0;0;0;0;1;0;0;0;0;;Serpin B10 [Source:UniProtKB/TrEMBL%3BAcc:B0VZU5];ID=gene:CPIJ000214;biotype=protein_coding;description=Serpin B10 [Source:UniProtKB/TrEMBL%3BAcc:B0VZU5];gene_id=CPIJ000214;logic_name=vectorbase_culex
CPIJ000218;0;0;0;1;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZU9];ID=gene:CPIJ000218;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZU9];gene_id=CPIJ000218;logic_name=vectorbase_culex
CPIJ000224;0;1;0;0;0;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZV5];ID=gene:CPIJ000224;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZV5];gene_id=CPIJ000224;logic_name=vectorbase_culex
CPIJ000229;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW0];ID=gene:CPIJ000229;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW0];gene_id=CPIJ000229;logic_name=vectorbase_culex
CPIJ000230;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW1];ID=gene:CPIJ000230;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW1];gene_id=CPIJ000230;logic_name=vectorbase_culex
CPIJ000231;0;0;0;0;1;0;0;0;0;;Kinesin [Source:UniProtKB/TrEMBL%3BAcc:B0VZW2];ID=gene:CPIJ000231;biotype=protein_coding;description=Kinesin [Source:UniProtKB/TrEMBL%3BAcc:B0VZW2];gene_id=CPIJ000231;logic_name=vectorbase_culex
CPIJ000235;0;0;0;0;0;1;0;0;0;;Peanut protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW6];ID=gene:CPIJ000235;biotype=protein_coding;description=Peanut protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW6];gene_id=CPIJ000235;logic_name=vectorbase_culex
CPIJ000236;0;0;0;0;0;0;0;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW7];ID=gene:CPIJ000236;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZW7];gene_id=CPIJ000236;logic_name=vectorbase_culex
CPIJ000243;0;0;0;0;1;0;0;0;0;;otefin%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000243;biotype=protein_coding;description=otefin%2C putative [Source:VB Community Annotation];gene_id=CPIJ000243;logic_name=vectorbase_culex
CPIJ000246;0;0;0;0;0;0;0;0;1;;Protein YIPF [Source:UniProtKB/TrEMBL%3BAcc:B0VZD5];ID=gene:CPIJ000246;biotype=protein_coding;description=Protein YIPF [Source:UniProtKB/TrEMBL%3BAcc:B0VZD5];gene_id=CPIJ000246;logic_name=vectorbase_culex
CPIJ000247;0;0;0;1;1;0;0;0;1;;Syntaxin Interacting protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0VZD6];ID=gene:CPIJ000247;biotype=protein_coding;description=Syntaxin Interacting protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0VZD6];gene_id=CPIJ000247;logic_name=vectorbase_culex
CPIJ000252;0;0;0;1;1;0;0;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZE1];ID=gene:CPIJ000252;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZE1];gene_id=CPIJ000252;logic_name=vectorbase_culex
CPIJ000258;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZE7];ID=gene:CPIJ000258;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZE7];gene_id=CPIJ000258;logic_name=vectorbase_culex
CPIJ000264;0;0;0;0;1;1;1;0;0;;survival motor neuron-interacting protein 1 [Source:VB Community Annotation];ID=gene:CPIJ000264;biotype=protein_coding;description=survival motor neuron-interacting protein 1 [Source:VB Community Annotation];gene_id=CPIJ000264;logic_name=vectorbase_culex
CPIJ000266;0;1;0;0;0;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZF5];ID=gene:CPIJ000266;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZF5];gene_id=CPIJ000266;logic_name=vectorbase_culex
CPIJ000276;0;0;0;0;0;1;0;0;1;;Proteasome inhibitor PI31 subunit [Source:UniProtKB/TrEMBL%3BAcc:B0VZG5];ID=gene:CPIJ000276;biotype=protein_coding;description=Proteasome inhibitor PI31 subunit [Source:UniProtKB/TrEMBL%3BAcc:B0VZG5];gene_id=CPIJ000276;logic_name=vectorbase_culex
CPIJ000277;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZG6];ID=gene:CPIJ000277;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZG6];gene_id=CPIJ000277;logic_name=vectorbase_culex
CPIJ000279;0;0;0;1;1;0;0;0;0;RpL23a;60S ribosomal protein L23a [Source:VB Community Annotation];ID=gene:CPIJ000279;Name=RpL23a;biotype=protein_coding;description=60S ribosomal protein L23a [Source:VB Community Annotation];gene_id=CPIJ000279;logic_name=vectorbase_culex
CPIJ000280;0;0;0;1;0;0;1;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZG9];ID=gene:CPIJ000280;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZG9];gene_id=CPIJ000280;logic_name=vectorbase_culex
CPIJ000284;0;0;0;0;1;0;0;0;0;;Peroxisomal membrane protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZH3];ID=gene:CPIJ000284;biotype=protein_coding;description=Peroxisomal membrane protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZH3];gene_id=CPIJ000284;logic_name=vectorbase_culex
CPIJ000285;0;0;0;1;1;0;0;0;0;;RING finger protein 185 [Source:UniProtKB/TrEMBL%3BAcc:B0VZH4];ID=gene:CPIJ000285;biotype=protein_coding;description=RING finger protein 185 [Source:UniProtKB/TrEMBL%3BAcc:B0VZH4];gene_id=CPIJ000285;logic_name=vectorbase_culex
CPIJ000286;0;0;0;0;0;1;0;0;0;;WD repeat protein 26 [Source:UniProtKB/TrEMBL%3BAcc:B0VZH5];ID=gene:CPIJ000286;biotype=protein_coding;description=WD repeat protein 26 [Source:UniProtKB/TrEMBL%3BAcc:B0VZH5];gene_id=CPIJ000286;logic_name=vectorbase_culex
CPIJ000287;0;0;0;1;1;0;0;0;1;;Cop-coated vesicle membrane protein P24 [Source:UniProtKB/TrEMBL%3BAcc:B0VZH6];ID=gene:CPIJ000287;biotype=protein_coding;description=Cop-coated vesicle membrane protein P24 [Source:UniProtKB/TrEMBL%3BAcc:B0VZH6];gene_id=CPIJ000287;logic_name=vectorbase_culex
CPIJ000290;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZH9];ID=gene:CPIJ000290;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZH9];gene_id=CPIJ000290;logic_name=vectorbase_culex
CPIJ000293;0;0;0;1;1;0;0;0;0;CYP4J18;cytochrome P450 4J18 [Source:VB Community Annotation];ID=gene:CPIJ000293;Name=CYP4J18;biotype=protein_coding;description=cytochrome P450 4J18 [Source:VB Community Annotation];gene_id=CPIJ000293;logic_name=vectorbase_culex
CPIJ000301;0;0;0;0;1;0;0;0;0;;histone-fold protein CHRAC subunit%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000301;biotype=protein_coding;description=histone-fold protein CHRAC subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ000301;logic_name=vectorbase_culex
CPIJ000305;0;0;0;1;1;1;1;0;0;;Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0VZJ4];ID=gene:CPIJ000305;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0VZJ4];gene_id=CPIJ000305;logic_name=vectorbase_culex
CPIJ000309;0;0;0;1;0;0;0;0;0;;Sam/hd domain protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZJ8];ID=gene:CPIJ000309;biotype=protein_coding;description=Sam/hd domain protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZJ8];gene_id=CPIJ000309;logic_name=vectorbase_culex
CPIJ000310;0;0;0;1;0;0;0;0;0;;Heparan sulfate 2-o-sulfotransferase [Source:UniProtKB/TrEMBL%3BAcc:B0VZJ9];ID=gene:CPIJ000310;biotype=protein_coding;description=Heparan sulfate 2-o-sulfotransferase [Source:UniProtKB/TrEMBL%3BAcc:B0VZJ9];gene_id=CPIJ000310;logic_name=vectorbase_culex
CPIJ000318;0;0;0;1;1;0;0;0;1;;cytochrome b5%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000318;biotype=protein_coding;description=cytochrome b5%2C putative [Source:VB Community Annotation];gene_id=CPIJ000318;logic_name=vectorbase_culex
CPIJ000323;0;0;0;1;0;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZL2];ID=gene:CPIJ000323;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZL2];gene_id=CPIJ000323;logic_name=vectorbase_culex
CPIJ000324;0;0;0;1;1;1;1;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZL3];ID=gene:CPIJ000324;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZL3];gene_id=CPIJ000324;logic_name=vectorbase_culex
CPIJ000325;0;0;0;0;0;0;1;0;0;;DNA primase small subunit [Source:VB Community Annotation];ID=gene:CPIJ000325;biotype=protein_coding;description=DNA primase small subunit [Source:VB Community Annotation];gene_id=CPIJ000325;logic_name=vectorbase_culex
CPIJ000330;0;0;0;1;1;1;0;0;1;;tenascin precursor [Source:VB Community Annotation];ID=gene:CPIJ000330;biotype=protein_coding;description=tenascin precursor [Source:VB Community Annotation];gene_id=CPIJ000330;logic_name=vectorbase_culex
CPIJ000336;0;0;0;1;1;0;1;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZM5];ID=gene:CPIJ000336;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZM5];gene_id=CPIJ000336;logic_name=vectorbase_culex
CPIJ000346;0;0;0;0;1;1;0;0;0;;macroglobulin/complement%2C putative [Source:VB Community Annotation];ID=gene:CPIJ000346;biotype=protein_coding;description=macroglobulin/complement%2C putative [Source:VB Community Annotation];gene_id=CPIJ000346;logic_name=vectorbase_culex
CPIJ000347;0;0;1;0;1;1;1;0;0;;CD109 antigen precursor [Source:VB Community Annotation];ID=gene:CPIJ000347;biotype=protein_coding;description=CD109 antigen precursor [Source:VB Community Annotation];gene_id=CPIJ000347;logic_name=vectorbase_culex
CPIJ000356;0;0;0;1;1;0;0;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZZ2];ID=gene:CPIJ000356;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0VZZ2];gene_id=CPIJ000356;logic_name=vectorbase_culex
CPIJ000357;0;0;0;0;1;0;0;0;0;;hsp70 binding protein [Source:VB Community Annotation];ID=gene:CPIJ000357;biotype=protein_coding;description=hsp70 binding protein [Source:VB Community Annotation];gene_id=CPIJ000357;logic_name=vectorbase_culex
CPIJ000358;0;0;0;0;0;1;1;0;1;;TFIIH basal transcription factor complex p34 subunit [Source:UniProtKB/TrEMBL%3BAcc:B0VZZ4];ID=gene:CPIJ000358;biotype=protein_coding;description=TFIIH basal transcription factor complex p34 subunit [Source:UniProtKB/TrEMBL%3BAcc:B0VZZ4];gene_id=CPIJ000358;logic_name=vectorbase_culex
CPIJ000360;0;0;0;1;0;0;1;0;1;;YEATS domain containing protein 4 [Source:UniProtKB/TrEMBL%3BAcc:B0VZZ6];ID=gene:CPIJ000360;biotype=protein_coding;description=YEATS domain containing protein 4 [Source:UniProtKB/TrEMBL%3BAcc:B0VZZ6];gene_id=CPIJ000360;logic_name=vectorbase_culex
CPIJ000370;0;0;0;1;0;0;1;0;1;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W006];ID=gene:CPIJ000370;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W006];gene_id=CPIJ000370;logic_name=vectorbase_culex
CPIJ000371;0;0;0;1;0;0;0;0;0;;transcription factor A%2C mitochondrial precursor [Source:VB Community Annotation];ID=gene:CPIJ000371;biotype=protein_coding;description=transcription factor A%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ000371;logic_name=vectorbase_culex
CPIJ000372;0;0;0;0;0;1;1;0;0;;L-xylulose reductase [Source:UniProtKB/TrEMBL%3BAcc:B0W008];ID=gene:CPIJ000372;biotype=protein_coding;description=L-xylulose reductase [Source:UniProtKB/TrEMBL%3BAcc:B0W008];gene_id=CPIJ000372;logic_name=vectorbase_culex
CPIJ000373;0;0;0;0;0;1;1;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W009];ID=gene:CPIJ000373;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W009];gene_id=CPIJ000373;logic_name=vectorbase_culex
CPIJ000375;0;0;0;0;1;0;0;0;0;;glutaryl-CoA dehydrogenase%2C mitochondrial precursor [Source:VB Community Annotation];ID=gene:CPIJ000375;biotype=protein_coding;description=glutaryl-CoA dehydrogenase%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ000375;logic_name=vectorbase_culex
CPIJ000382;0;0;0;0;1;0;0;0;0;;uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W018];ID=gene:CPIJ000382;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0W018];gene_id=CPIJ000382;logic_name=vectorbase_culex
